building_id,mean_temp,std_temp,pct_above_18,pct_below_15
10000,14.01233878811275,6.367431059312565,30.941014791508444,55.542295034537624
10009,11.000135812436373,5.811144379826625,16.6712734948236,74.9723590310584
10014,14.744169941950119,7.037733284673848,38.26367541377415,52.80837116508215
10019,14.735524480624482,7.030325006703675,38.14915412864569,52.92926826787113
10029,10.616037322820358,6.317331938274926,18.25563221896085,74.51301795448481
10031,12.507072852890545,6.278432089100354,24.044722033998173,66.39513301711693
10051,13.289039951277402,5.999085063388632,25.97693550756574,62.859923608050536
10053,11.366493551285709,6.26121798185875,19.9510754583921,72.41052538787024
10056,14.220114507861702,6.179461157398302,31.763454814173965,57.06174975667784
10064,12.71696893739585,6.964227784263683,28.79137124461432,62.75688345539249
10075,15.156939199079357,6.44052034037085,39.12088154756647,47.45605511880576
10079,15.094353507626135,7.313911268349323,41.90001451870493,49.44974108309539
10080,15.777740694240359,7.280585752157965,46.365765006711015,44.711034476002
10082,16.465720758630678,6.713345052234242,48.64349722630506,40.56137689061685
10083,15.639247995421403,7.120808056609733,44.855518923515284,45.886354482120744
10084,15.100584697661853,7.1505418077486445,40.90648998644782,50.266526125583496
10085,15.868862158668058,7.192791728448739,46.18303917834116,44.72566696293788
10086,14.391525374209257,7.21561607319371,37.25664572257129,53.01884968583857
10087,15.073205905031166,7.275519953981684,41.532405798190645,49.89713190601896
10089,13.989763514400206,7.276278123379982,35.45861191757374,56.3640146392669
10090,14.28977151008143,6.618760487919524,36.61720380245769,51.19638302805471
10093,14.095290264085055,6.567366222528458,33.37738587863163,56.457308750568714
10094,14.1940414567099,6.761508386054981,35.37678542111312,54.92584687790729
10097,14.352951510344381,6.862346996479439,37.78967295515373,51.308832169201644
10117,15.46497230222894,6.68210644831902,44.11653993826696,44.475394614670385
10119,14.087564093649066,6.751740274837882,35.080178957422206,54.69763233298145
10120,15.281836130405736,8.031455943482149,46.168775716171105,47.71627461636002
10124,13.865677573440333,7.0324711530466,34.5643361911253,56.06951967571834
10126,13.39554651232936,6.636761690822022,29.66113660430639,61.092481468408046
10128,17.426229514140754,6.706338569021849,56.03287758684896,34.885886045645584
10136,15.423199679945066,7.273070414891295,44.30778965268372,46.891158413002856
10144,12.10717489837954,6.127343501466291,21.81051363157102,68.90344931465582
10145,10.64882156557927,5.892590121948323,16.560690898737782,75.29657397741293
10150,14.95997943752894,7.495508230523557,41.195779166589396,50.74272573855312
10161,13.448710200277965,7.030556040226304,31.809772738844856,59.47317503691508
10165,13.0532923906784,6.732527924564911,29.06502057613169,62.05925925925926
10167,13.231428641403623,6.8148804237640315,30.187672922430746,60.85369512317077
10168,13.192332536774527,6.9011012766967585,30.320607642062924,60.489969584656045
10174,16.575945822969274,6.973659852751726,49.40673048013928,41.37923801399794
10176,16.650126478576553,6.857895119600343,49.7586724900548,40.73914373939411
10177,16.617853518799127,6.787652656868025,49.088377821209605,40.97212926026077
10180,16.483851785051876,6.869991181548357,48.18538422557416,42.15376530427112
10182,16.734231009132596,6.319519036092564,50.86026067076763,37.53446934879446
10198,14.428363651068167,7.342060263786546,38.62776233955273,53.21754664549424
10199,17.24128845125754,6.97704597054647,53.889583871117196,37.67465565285307
10200,12.822394904722419,7.2590034198734195,30.670315186629825,61.66377862672028
10201,15.949517547910563,7.272132486368341,47.055564608114715,44.6491771223725
10202,13.545864053992815,7.4955384617727985,34.03781537666262,58.643656679324806
10203,16.803874591739124,6.612298279926917,51.215416069247524,38.888003823482556
10204,14.764620268834728,7.063935427097854,39.035507361930584,51.7308510072822
10205,11.444450732221005,6.667188719848136,23.16808915225755,69.39260602308407
10206,10.122018659741709,6.363294813124789,17.54514804553193,76.32272924525154
10207,11.382379999756703,6.614982468123862,22.644717520673932,69.82765283252184
10208,9.475865598094412,5.542433459405807,11.935778252454446,82.34503645316245
1021,16.748175446453438,6.380142532277896,48.78778837547281,39.59923388610312
10215,15.466507942802316,7.149691413543543,44.25353739532197,46.60286291819644
10219,14.156479056011303,7.303288274058022,37.30760536752769,54.16846474734398
1022,17.772280485175205,6.221636320465387,57.556159706048824,31.853989403653976
1023,18.974526032988464,5.845239696905138,65.2070415776747,25.13007724659635
1024,18.291290337248043,5.931218114875004,60.49334523012864,28.963119934567626
10243,16.609493647864273,6.2020423037291526,48.990305174960156,38.13005395762353
10244,15.569027166814914,6.620873294264825,44.0976569486675,43.51338460621236
10245,16.654521791699157,6.210931339020504,49.19584690553746,37.89407864122848
10247,15.605938570201177,6.618947283023366,44.63278535653586,43.11970761201438
10249,16.121165269510797,6.23215498160222,45.97662433898076,40.45269291656843
1025,17.523912801264206,6.333028151914344,56.016014152041336,33.87365578883665
10251,12.1756380043886,7.5894434321893645,29.171162984419073,65.16726302038963
10252,11.99239507633046,7.614802319754089,27.49379605955783,67.02981651376146
10255,11.924783926149203,7.2267083372928616,25.799709616860717,67.9699999075213
10257,15.235315694207866,7.293769594842966,40.73436198596779,51.25146463006621
10259,12.643515738761092,7.62873360052729,30.44601416133076,63.863197479418645
1026,18.54662833548843,5.714238573819382,61.95469798657718,26.82979120059657
10260,13.662662995192996,7.209782980543309,33.642886934908624,58.17110851967552
10262,14.715414858112494,7.445353547398388,39.05535889381928,53.17511758155923
10263,16.737929692837735,7.074358378534145,49.393142553683546,41.79821668708083
10265,15.084597286708552,7.166006986297337,40.79271686411704,50.56584771143092
10267,16.265207039382457,7.476208266772659,48.967021053798675,43.15967131928104
10268,16.935543392714628,6.978349482891186,51.358855384769306,39.75386770389085
10269,18.600499197613317,6.789514479995802,61.863742070426994,30.435799700017892
1027,14.656343229546293,6.669510694438826,35.63064151824039,52.640001333544475
10276,13.207772189229612,6.971696257949865,30.486734771257407,61.73179213294478
10277,13.537843489255772,7.044623541393149,32.543950239189016,59.47675177759576
10279,13.924158360322064,7.008405471562976,36.13212462227779,55.00468896530165
10281,13.017537872273923,6.874180292888173,31.270833333333332,60.02499999999999
10282,14.265234445393332,6.788348281156174,37.69318931684785,51.45347827596986
10285,13.977990910390902,7.041055274464847,35.409403063919704,56.59799260433175
10288,14.538879308662288,6.821346902275641,36.32130690412617,53.66777592171202
10291,12.22379168475285,6.737662754247167,25.168721421543093,66.23487874052209
10292,11.179803531479,6.445345196544433,20.07569619667122,72.58501354198013
10303,17.624521843253685,6.581219065479167,55.59736902385549,34.55283222618541
10306,14.258893700182162,7.368904347614289,37.096631336541584,55.58589944200053
1031,12.153728902173967,6.847766267718377,25.77233840304182,66.4448669201521
10311,16.352129462473684,6.581736843148964,48.19244327726122,41.00007097735822
10312,16.43299139459934,6.4537715269629805,47.64401017521337,41.26310534198702
10315,16.71792534309659,6.396649526447232,49.795688696560866,39.0241288299996
10316,15.963955489931323,6.60324101810226,44.95120351672327,43.614900621400324
10318,17.494981314885244,6.315941970274117,56.69512066603436,32.08346506481189
10323,14.294682420127744,7.366448501699157,38.07162799653413,53.329482365777736
10324,16.409035201830466,7.020615712907616,49.327496510595104,41.42399441695216
10330,14.981199775110316,7.182183056906019,40.825848417149196,49.59801820696364
10334,15.035179660182154,7.194026661210055,41.30135577668444,48.99463700938128
10337,13.95316299261391,6.840563217538215,33.93233838692507,57.003726120300456
10340,13.433711802834424,7.500062129729004,32.83324760435122,60.38273227791431
10349,13.64650342425856,7.3632860604868675,34.23499171210993,58.298700362745336
10350,16.618510322823294,7.269805226418277,50.72234646924244,40.646770005912444
10354,12.319109783463379,6.728473396319549,25.995318360862246,65.03906066389027
10356,12.460358936459446,6.90573814415197,26.985747027646468,64.91638017476006
10357,11.870614213820822,6.857098043146658,23.799657771817046,69.15044165934422
10363,15.904776460117917,6.929130526097613,45.714802625911055,44.58965832141565
10366,15.787212105906063,6.835447264774695,43.862216737930574,45.45967610793851
10370,15.606015738782745,7.676844312336618,46.57764975833618,46.1431430942733
10371,12.755896847301296,6.91718029760723,27.564200162403573,63.782734470158346
10372,15.670932197963875,7.173795450991607,44.87172511358381,46.94615991511821
10376,14.448112053474649,6.55819069022503,35.31606570574848,52.731804740598534
10382,16.92019746378936,6.335642989383438,51.09872752315605,36.85128321771106
10386,15.165751239654742,6.705110883575448,39.427018043015906,49.434483147175236
10388,16.3802327821473,6.6628401671628,48.46855463282635,40.798497713912475
10394,14.59379033217822,7.005259234750797,37.90043261753212,52.383317431480435
10396,15.39626751484165,6.995891592365136,42.48930074629505,47.599004939930914
10401,17.07588533768317,6.7585321465650745,50.73445852098152,39.63270059065337
10405,17.722850192870702,7.1037818204449685,57.46665092669107,34.89847715736041
10417,16.041945132934217,6.709192871560163,45.70313898135223,43.34979777372132
10422,15.154733725705919,7.147911534742761,42.464888748619224,48.33122928830677
10430,14.108639205943,6.915130718404063,35.353614322430595,55.51896334372465
10437,13.819695240157834,7.791324216849932,37.7450226766085,55.792143900376665
10447,17.150726931096862,6.410502095227939,52.646818531334105,35.81675317185698
10455,15.189673040685358,7.051577563945434,41.825540929036165,48.78007262823423
10456,14.454160580736543,6.628370915016615,36.50077888005247,52.24918695854171
10464,15.158466861843303,6.472391655927173,39.01451633708066,48.81577250131471
10477,11.997963358386748,7.1451191961399445,26.37196486655857,66.94949816474521
10478,12.376414179385613,7.215313616095739,28.429673325832905,65.0338026170422
10483,11.750463505141942,6.865658097150003,23.715649820686014,69.94785593276276
10490,14.56044377716768,7.092159688861921,38.34056761268781,52.98497495826378
10491,17.109730861542992,6.933587908064719,52.19518434432258,39.04326415758002
10493,16.34337897050087,7.001828136125544,47.97093274048512,43.01688953777748
10495,15.858627767892923,6.945051476446233,44.2064659122392,46.399420326918566
10498,15.246447985208684,6.90340523017807,40.61888804454798,49.74649010252513
10504,16.534045528393527,7.0452260932831665,49.486072969792076,41.67684806366642
10507,15.393916366529407,6.956270378464626,41.342718050792584,49.159452265042326
10515,11.172665783745405,6.412274069643031,20.76053442959918,71.11535261586648
